idx,good_score,bad_score
159,-5.375,-5.53125
160,-8.9375,-9.875
161,-8.75,-9.375
162,-9.25,-9.1875
163,-8.875,-8.6875
164,-7.84375,-7.78125
165,-7.34375,-7.28125
166,-6.53125,-6.5
167,-6.625,-6.625
168,-5.65625,-5.59375
169,-5.78125,-5.8125
170,-8.9375,-9.875
171,-8.75,-9.375
172,-9.0625,-8.9375
173,-8.6875,-8.5
174,-7.46875,-7.53125
175,-7.71875,-7.875
176,-6.09375,-6.15625
177,-6.0625,-6.1875
178,-5.4375,-5.46875
179,-5.34375,-5.5625
180,-8.9375,-9.875
181,-8.75,-9.375
182,-8.125,-8.3125
183,-8.5625,-8.5625
184,-7.34375,-7.34375
185,-7.3125,-7.46875
186,-5.9375,-5.9375
187,-5.65625,-5.84375
188,-5.0625,-5.125
189,-4.71875,-4.8125
190,-8.9375,-9.875
191,-8.75,-9.375
192,-8.5625,-8.75
193,-8.5625,-8.375
194,-7.15625,-7.21875
195,-6.8125,-7.0
196,-5.5,-5.5625
197,-5.0625,-5.1875
198,-5.125,-5.15625
199,-4.59375,-4.71875
200,-8.8125,-9.25
201,-8.875,-9.5625
202,-8.4375,-8.75
203,-8.0625,-8.5
204,-7.375,-7.59375
205,-7.125,-7.375
206,-6.03125,-6.1875
207,-5.96875,-6.0625
208,-5.6875,-5.75
209,-5.28125,-5.4375
210,-8.8125,-9.25
211,-8.875,-9.5625
212,-8.6875,-8.875
213,-8.3125,-8.5
214,-7.4375,-7.625
215,-7.4375,-7.59375
216,-6.28125,-6.375
217,-5.9375,-6.0625
218,-5.03125,-5.0625
219,-4.65625,-4.8125
220,-8.8125,-9.25
221,-8.875,-9.5625
222,-8.6875,-9.0625
223,-8.375,-8.5625
224,-7.59375,-7.6875
225,-7.28125,-7.5
226,-5.46875,-5.53125
227,-5.03125,-5.15625
228,-4.84375,-4.9375
229,-4.4375,-4.53125
230,-8.8125,-9.25
231,-8.875,-9.5625
232,-8.8125,-8.75
233,-8.625,-8.9375
234,-6.34375,-6.375
235,-6.125,-6.34375
236,-4.9375,-4.9375
237,-4.78125,-4.9375
238,-5.1875,-5.1875
239,-5.0625,-5.125
240,-8.8125,-9.25
241,-8.875,-9.5625
242,-6.96875,-7.125
243,-6.71875,-6.875
244,-6.15625,-6.25
245,-5.78125,-5.96875
246,-5.5625,-5.625
247,-5.4375,-5.53125
248,-5.125,-5.09375
249,-4.78125,-4.9375
250,-8.8125,-9.25
251,-8.875,-9.5625
252,-8.3125,-8.4375
253,-8.0,-8.125
254,-7.5,-7.5
255,-7.34375,-7.4375
256,-6.3125,-6.28125
257,-6.0,-6.0625
258,-5.5625,-5.59375
259,-5.46875,-5.5625
260,-8.8125,-9.25
261,-8.875,-9.5625
262,-9.125,-9.25
263,-9.125,-9.125
264,-7.875,-7.9375
265,-7.65625,-7.59375
266,-6.53125,-6.59375
267,-6.8125,-6.78125
268,-5.71875,-5.71875
269,-6.0,-5.96875
270,-8.8125,-9.25
271,-8.875,-9.5625
272,-9.0,-9.0625
273,-8.875,-8.9375
274,-7.53125,-7.65625
275,-7.875,-8.0
276,-6.1875,-6.25
277,-6.21875,-6.3125
278,-5.5,-5.59375
279,-5.46875,-5.625
280,-8.8125,-9.25
281,-8.875,-9.5625
282,-8.0625,-8.25
283,-8.875,-8.8125
284,-7.34375,-7.375
285,-7.4375,-7.59375
286,-5.90625,-6.03125
287,-5.78125,-5.9375
288,-5.0625,-5.15625
289,-4.78125,-4.9375
290,-8.8125,-9.25
291,-8.875,-9.5625
292,-8.75,-8.75
293,-8.875,-8.75
294,-7.34375,-7.4375
295,-7.0625,-7.21875
296,-5.625,-5.75
297,-5.25,-5.375
298,-5.21875,-5.28125
299,-4.75,-4.875
300,-10.8125,-10.8125
301,-10.5625,-10.6875
302,-9.5,-9.5625
303,-9.125,-9.5
304,-8.25,-8.25
305,-8.0,-8.25
306,-6.59375,-6.59375
307,-6.53125,-6.75
308,-6.1875,-6.0625
309,-5.78125,-6.03125
310,-10.8125,-10.8125
311,-10.5625,-10.6875
312,-9.6875,-9.75
313,-9.3125,-9.5
314,-8.125,-8.125
315,-8.125,-8.3125
316,-6.8125,-6.71875
317,-6.5,-6.78125
318,-5.53125,-5.34375
319,-5.125,-5.5
320,-10.8125,-10.8125
321,-10.5625,-10.6875
322,-9.6875,-9.8125
323,-9.3125,-9.5
324,-8.375,-8.3125
325,-7.96875,-8.3125
326,-6.0625,-5.9375
327,-5.5,-5.875
328,-5.3125,-5.34375
329,-4.875,-5.0625
330,-10.8125,-10.8125
331,-10.5625,-10.6875
332,-9.6875,-9.5625
333,-9.75,-9.875
334,-7.0625,-6.9375
335,-6.84375,-7.28125
336,-5.46875,-5.4375
337,-5.34375,-5.5
338,-5.75,-5.6875
339,-5.53125,-5.71875
340,-10.8125,-10.8125
341,-10.5625,-10.6875
342,-7.875,-7.78125
343,-7.75,-7.84375
344,-6.8125,-6.875
345,-6.59375,-6.78125
346,-6.21875,-6.15625
347,-6.0,-6.125
348,-5.6875,-5.5625
349,-5.28125,-5.5
350,-10.8125,-10.8125
351,-10.5625,-10.6875
352,-9.0625,-9.125
353,-9.0,-8.8125
354,-8.25,-8.125
355,-7.96875,-8.25
356,-6.90625,-6.71875
357,-6.53125,-6.75
358,-6.03125,-5.96875
359,-5.9375,-6.1875
360,-10.8125,-10.8125
361,-10.5625,-10.6875
362,-10.25,-9.8125
363,-9.875,-10.25
364,-8.6875,-8.375
365,-8.25,-8.5
366,-7.0625,-6.96875
367,-7.34375,-7.5
368,-6.1875,-6.03125
369,-6.375,-6.53125
370,-10.8125,-10.8125
371,-10.5625,-10.6875
372,-10.125,-9.875
373,-9.8125,-9.875
374,-8.25,-8.25
375,-8.6875,-8.875
376,-6.75,-6.625
377,-6.78125,-7.03125
378,-5.9375,-5.96875
379,-5.96875,-6.1875
380,-10.8125,-10.8125
381,-10.5625,-10.6875
382,-9.0,-8.9375
383,-9.8125,-9.875
384,-7.96875,-7.8125
385,-8.125,-8.375
386,-6.4375,-6.375
387,-6.40625,-6.625
388,-5.53125,-5.46875
389,-5.28125,-5.5625
390,-10.8125,-10.8125
391,-10.5625,-10.6875
392,-9.6875,-9.5
393,-9.625,-9.6875
394,-8.0,-7.9375
395,-7.8125,-8.125
396,-6.125,-6.09375
397,-5.78125,-6.03125
398,-5.6875,-5.625
399,-5.1875,-5.4375
400,-10.125,-10.8125
401,-9.9375,-10.5
402,-9.125,-9.375
403,-8.6875,-9.1875
404,-8.0625,-8.125
405,-7.71875,-7.96875
406,-6.53125,-6.5625
407,-6.25,-6.4375
408,-6.0,-6.03125
409,-5.5,-5.59375
410,-10.125,-10.8125
411,-9.9375,-10.5
412,-9.375,-9.5625
413,-9.125,-9.3125
414,-8.1875,-8.1875
415,-8.0,-8.0625
416,-6.59375,-6.625
417,-6.1875,-6.25
418,-5.28125,-5.25
419,-4.90625,-5.0
420,-10.0625,-10.75
421,-10.0,-10.5
422,-9.5,-9.625
423,-8.875,-9.125
424,-7.9375,-8.0
425,-7.46875,-7.625
426,-5.78125,-5.71875
427,-5.21875,-5.34375
428,-5.15625,-5.15625
429,-4.59375,-4.625
430,-10.0625,-10.75
431,-10.0,-10.5
432,-9.0,-9.25
433,-9.0,-9.125
434,-6.625,-6.65625
435,-6.46875,-6.625
436,-5.25,-5.25
437,-5.09375,-5.09375
438,-5.5,-5.46875
439,-5.375,-5.3125
440,-10.0625,-10.75
441,-10.0,-10.5
442,-7.21875,-7.40625
443,-7.0,-7.1875
444,-6.40625,-6.46875
445,-6.09375,-6.15625
446,-5.9375,-5.875
447,-5.78125,-5.78125
448,-5.4375,-5.375
449,-5.125,-5.1875
450,-10.0625,-10.75
451,-10.0,-10.5
452,-8.625,-8.8125
453,-8.1875,-8.5625
454,-7.96875,-7.9375
455,-7.84375,-7.8125
456,-6.59375,-6.5625
457,-6.3125,-6.3125
458,-5.84375,-5.90625
459,-5.75,-5.6875
460,-10.0625,-10.75
461,-10.0,-10.5
462,-9.9375,-9.75
463,-9.75,-9.8125
464,-8.4375,-8.3125
465,-8.0,-8.0
466,-6.875,-6.875
467,-6.96875,-6.875
468,-6.125,-6.03125
469,-6.28125,-6.28125
470,-10.0625,-10.75
471,-10.0,-10.5
472,-9.875,-9.6875
473,-9.125,-9.4375
474,-8.0625,-8.1875
475,-8.3125,-8.25
476,-6.6875,-6.625
477,-6.6875,-6.71875
478,-5.875,-5.90625
479,-5.78125,-6.0
480,-10.0625,-10.75
481,-10.0,-10.5
482,-8.625,-8.8125
483,-9.125,-9.25
484,-7.90625,-7.875
485,-8.0625,-8.125
486,-6.375,-6.40625
487,-6.1875,-6.34375
488,-5.4375,-5.46875
489,-5.0625,-5.28125
490,-10.0625,-10.75
491,-10.0,-10.5
492,-9.4375,-9.4375
493,-9.125,-9.1875
494,-7.90625,-7.9375
495,-7.53125,-7.84375
496,-6.0625,-6.09375
497,-5.53125,-5.8125
498,-5.625,-5.59375
499,-5.09375,-5.125
500,-10.3125,-10.5625
501,-10.1875,-10.375
502,-9.0625,-9.3125
503,-9.0,-9.125
504,-7.96875,-7.8125
505,-7.65625,-7.84375
506,-6.375,-6.28125
507,-6.28125,-6.40625
508,-6.0,-5.9375
509,-5.65625,-5.75
510,-10.3125,-10.5625
511,-10.1875,-10.375
512,-9.25,-9.1875
513,-9.0625,-9.0625
514,-7.75,-7.84375
515,-7.75,-7.9375
516,-6.53125,-6.59375
517,-6.3125,-6.46875
518,-5.21875,-5.28125
519,-4.96875,-5.125
520,-10.3125,-10.5625
521,-10.1875,-10.375
522,-9.3125,-9.625
523,-9.125,-9.125
524,-8.0625,-8.1875
525,-7.84375,-7.9375
526,-5.84375,-5.875
527,-5.40625,-5.5
528,-5.1875,-5.28125
529,-4.84375,-4.875
530,-10.3125,-10.5625
531,-10.1875,-10.375
532,-9.375,-9.25
533,-9.25,-9.4375
534,-6.65625,-6.75
535,-6.625,-6.75
536,-5.28125,-5.34375
537,-5.28125,-5.28125
538,-5.53125,-5.4375
539,-5.4375,-5.40625
540,-10.3125,-10.5625
541,-10.1875,-10.375
542,-7.3125,-7.4375
543,-7.25,-7.3125
544,-6.40625,-6.5625
545,-6.25,-6.34375
546,-5.9375,-5.96875
547,-5.875,-5.84375
548,-5.4375,-5.40625
549,-5.21875,-5.25
550,-10.3125,-10.5625
551,-10.1875,-10.375
552,-8.8125,-8.875
553,-8.5,-8.6875
554,-7.90625,-7.8125
555,-7.8125,-7.8125
556,-6.59375,-6.5
557,-6.40625,-6.375
558,-5.8125,-5.8125
559,-5.875,-5.875
560,-10.3125,-10.5625
561,-10.1875,-10.375
562,-9.8125,-9.6875
563,-9.5,-9.8125
564,-8.375,-8.25
565,-8.0,-8.125
566,-6.875,-6.8125
567,-7.1875,-7.1875
568,-5.96875,-5.96875
569,-6.3125,-6.3125
570,-10.3125,-10.5625
571,-10.1875,-10.375
572,-9.8125,-9.625
573,-9.4375,-9.5
574,-8.0625,-8.0625
575,-8.4375,-8.4375
576,-6.5625,-6.5625
577,-6.625,-6.65625
578,-5.78125,-5.84375
579,-5.90625,-6.0
580,-10.3125,-10.5625
581,-10.1875,-10.375
582,-8.625,-8.6875
583,-9.3125,-9.3125
584,-7.65625,-7.65625
585,-7.9375,-7.96875
586,-6.1875,-6.25
587,-6.25,-6.375
588,-5.34375,-5.3125
589,-5.15625,-5.3125
590,-10.3125,-10.5625
591,-10.1875,-10.375
592,-9.3125,-9.3125
593,-9.25,-9.375
594,-7.71875,-7.84375
595,-7.65625,-7.78125
596,-6.03125,-5.96875
597,-5.625,-5.71875
598,-5.46875,-5.46875
599,-5.0625,-5.125
600,-9.9375,-10.75
601,-9.75,-10.25
602,-8.5625,-8.9375
603,-8.4375,-8.8125
604,-7.625,-7.84375
605,-7.4375,-7.71875
606,-6.3125,-6.3125
607,-6.25,-6.46875
608,-5.8125,-5.8125
609,-5.4375,-5.53125
610,-9.9375,-10.75
611,-9.75,-10.25
612,-8.875,-9.1875
613,-8.6875,-8.9375
614,-7.8125,-7.90625
615,-7.75,-8.0
616,-6.4375,-6.4375
617,-5.96875,-6.15625
618,-5.0625,-5.09375
619,-4.75,-4.90625
620,-9.9375,-10.75
621,-9.75,-10.25
622,-9.125,-9.4375
623,-8.9375,-9.1875
624,-7.75,-7.8125
625,-7.375,-7.5625
626,-5.5625,-5.59375
627,-5.15625,-5.28125
628,-4.96875,-5.03125
629,-4.59375,-4.65625
630,-9.9375,-10.75
631,-9.75,-10.25
632,-8.8125,-9.0
633,-8.75,-8.875
634,-6.25,-6.375
635,-6.3125,-6.4375
636,-4.96875,-5.0625
637,-4.96875,-5.03125
638,-5.34375,-5.3125
639,-5.25,-5.28125
640,-9.9375,-10.75
641,-9.75,-10.25
642,-6.78125,-6.96875
643,-6.59375,-6.6875
644,-6.0,-6.15625
645,-5.84375,-5.96875
646,-5.71875,-5.71875
647,-5.59375,-5.65625
648,-5.28125,-5.25
649,-5.03125,-5.09375
650,-9.9375,-10.75
651,-9.75,-10.25
652,-8.125,-8.4375
653,-8.0625,-8.125
654,-7.6875,-7.6875
655,-7.5625,-7.65625
656,-6.5,-6.4375
657,-6.1875,-6.28125
658,-5.625,-5.65625
659,-5.625,-5.6875
660,-9.9375,-10.75
661,-9.75,-10.25
662,-9.5,-9.4375
663,-9.25,-9.3125
664,-8.25,-8.0625
665,-7.84375,-7.90625
666,-6.6875,-6.6875
667,-6.90625,-6.96875
668,-5.96875,-5.875
669,-6.15625,-6.21875
670,-9.9375,-10.75
671,-9.75,-10.25
672,-9.5625,-9.5
673,-9.0625,-9.1875
674,-7.6875,-7.8125
675,-8.0,-8.125
676,-6.5,-6.4375
677,-6.4375,-6.5625
678,-5.6875,-5.71875
679,-5.6875,-5.84375
680,-9.9375,-10.75
681,-9.75,-10.25
682,-8.3125,-8.4375
683,-8.9375,-9.0
684,-7.6875,-7.65625
685,-7.65625,-7.8125
686,-6.125,-6.1875
687,-6.0,-6.1875
688,-5.21875,-5.25
689,-4.9375,-5.125
690,-9.9375,-10.75
691,-9.75,-10.25
692,-9.1875,-9.0
693,-8.875,-9.0
694,-7.46875,-7.59375
695,-7.375,-7.5625
696,-5.6875,-5.8125
697,-5.4375,-5.59375
698,-5.46875,-5.46875
699,-4.96875,-5.125
700,-9.75,-10.3125
701,-9.5625,-10.25
702,-8.875,-9.1875
703,-8.1875,-8.5625
704,-7.75,-8.0
705,-7.375,-7.53125
706,-6.40625,-6.40625
707,-6.0625,-6.3125
708,-5.875,-5.8125
709,-5.25,-5.46875
710,-9.75,-10.3125
711,-9.5625,-10.25
712,-8.9375,-9.375
713,-8.75,-8.875
714,-7.875,-7.96875
715,-7.6875,-8.0
716,-6.4375,-6.40625
717,-5.875,-6.15625
718,-5.09375,-5.0625
719,-4.65625,-4.875
720,-9.75,-10.3125
721,-9.5625,-10.25
722,-9.1875,-9.5
723,-8.5625,-8.875
724,-7.8125,-7.78125
725,-7.125,-7.46875
726,-5.5625,-5.5
727,-4.9375,-5.15625
728,-5.0,-5.0
729,-4.5,-4.625
730,-9.75,-10.3125
731,-9.5625,-10.25
732,-8.9375,-8.9375
733,-8.5625,-9.0
734,-6.375,-6.34375
735,-6.03125,-6.40625
736,-5.03125,-5.0625
737,-4.875,-5.03125
738,-5.375,-5.34375
739,-5.21875,-5.25
740,-9.75,-10.3125
741,-9.5625,-10.25
742,-7.0,-7.09375
743,-6.5625,-6.96875
744,-6.09375,-6.15625
745,-5.75,-6.03125
746,-5.75,-5.71875
747,-5.5625,-5.625
748,-5.3125,-5.21875
749,-4.875,-5.0
750,-9.75,-10.3125
751,-9.5625,-10.25
752,-8.25,-8.375
753,-7.75,-8.125
754,-7.75,-7.6875
755,-7.375,-7.53125
756,-6.40625,-6.3125
757,-6.0,-6.09375
758,-5.65625,-5.625
759,-5.5,-5.6875
760,-9.75,-10.3125
761,-9.5625,-10.25
762,-9.625,-9.5625
763,-9.3125,-9.4375
764,-8.25,-8.0625
765,-7.65625,-7.8125
766,-6.71875,-6.65625
767,-6.84375,-7.03125
768,-5.875,-5.8125
769,-5.96875,-6.125
770,-9.75,-10.3125
771,-9.5625,-10.25
772,-9.75,-9.625
773,-8.75,-9.0
774,-7.9375,-7.96875
775,-7.84375,-8.1875
776,-6.46875,-6.4375
777,-6.3125,-6.5
778,-5.78125,-5.8125
779,-5.5625,-5.8125
780,-9.75,-10.3125
781,-9.5625,-10.25
782,-8.5,-8.4375
783,-8.75,-9.125
784,-7.5625,-7.5
785,-7.5,-7.75
786,-6.15625,-6.15625
787,-5.875,-6.15625
788,-5.25,-5.28125
789,-4.90625,-5.0625
790,-9.75,-10.3125
791,-9.5625,-10.25
792,-9.0,-8.9375
793,-8.6875,-8.8125
794,-7.625,-7.65625
795,-7.15625,-7.5
796,-5.78125,-5.84375
797,-5.34375,-5.5
798,-5.5,-5.40625
799,-4.84375,-5.0625
800,-9.375,-9.75
801,-8.5625,-9.4375
802,-8.125,-8.375
803,-7.875,-8.25
804,-7.25,-7.375
805,-7.09375,-7.375
806,-6.0,-6.0
807,-5.90625,-6.1875
808,-5.40625,-5.375
809,-5.09375,-5.3125
810,-9.375,-9.75
811,-8.5625,-9.4375
812,-8.6875,-8.75
813,-8.25,-8.5625
814,-7.46875,-7.53125
815,-7.375,-7.65625
816,-6.03125,-6.03125
817,-5.6875,-6.0
818,-4.9375,-4.90625
819,-4.65625,-4.875
820,-9.375,-9.75
821,-8.5625,-9.4375
822,-8.4375,-8.625
823,-8.0,-8.4375
824,-7.09375,-7.125
825,-6.78125,-7.0625
826,-5.25,-5.21875
827,-4.84375,-5.15625
828,-4.84375,-4.84375
829,-4.375,-4.625
830,-9.375,-9.75
831,-8.5625,-9.4375
832,-7.96875,-8.0
833,-8.0625,-8.375
834,-6.0,-6.0
835,-6.0,-6.3125
836,-4.90625,-4.90625
837,-4.84375,-5.0625
838,-5.34375,-5.25
839,-5.125,-5.34375
840,-9.375,-9.75
841,-8.5625,-9.4375
842,-6.6875,-6.875
843,-6.5,-6.8125
844,-6.09375,-6.09375
845,-5.84375,-6.09375
846,-5.71875,-5.6875
847,-5.5,-5.75
848,-5.25,-5.1875
849,-4.84375,-5.125
850,-9.375,-9.75
851,-8.5625,-9.4375
852,-7.9375,-8.125
853,-7.65625,-7.96875
854,-7.5625,-7.53125
855,-7.3125,-7.625
856,-6.375,-6.28125
857,-5.96875,-6.21875
858,-5.59375,-5.5625
859,-5.65625,-5.8125
860,-9.375,-9.75
861,-8.5625,-9.4375
862,-9.25,-9.125
863,-8.75,-9.1875
864,-8.0625,-7.875
865,-7.46875,-7.75
866,-6.65625,-6.5625
867,-6.9375,-7.0625
868,-5.78125,-5.6875
869,-5.9375,-6.09375
870,-9.375,-9.75
871,-8.5625,-9.4375
872,-9.0625,-9.125
873,-8.5625,-8.875
874,-7.5625,-7.5625
875,-7.90625,-8.125
876,-6.21875,-6.125
877,-6.21875,-6.4375
878,-5.4375,-5.5
879,-5.46875,-5.6875
880,-9.375,-9.75
881,-8.5625,-9.4375
882,-8.1875,-8.1875
883,-8.8125,-9.0625
884,-7.34375,-7.21875
885,-7.34375,-7.59375
886,-5.875,-5.9375
887,-5.75,-5.96875
888,-5.125,-5.125
889,-4.84375,-5.125
890,-9.375,-9.75
891,-8.5625,-9.4375
892,-8.5,-8.3125
893,-8.25,-8.5625
894,-7.09375,-7.15625
895,-6.875,-7.125
896,-5.53125,-5.53125
897,-5.15625,-5.40625
898,-5.25,-5.21875
899,-4.75,-4.96875
900,-10.0625,-11.125
901,-10.0,-10.3125
902,-8.875,-9.0625
903,-8.25,-8.5625
904,-7.8125,-7.9375
905,-7.4375,-7.5625
906,-6.34375,-6.28125
907,-6.03125,-6.25
908,-5.90625,-5.84375
909,-5.4375,-5.5625
910,-10.0625,-11.125
911,-10.0,-10.3125
912,-9.3125,-9.5625
913,-8.8125,-8.9375
914,-7.875,-7.84375
915,-7.5625,-7.875
916,-6.53125,-6.46875
917,-6.0625,-6.1875
918,-5.21875,-5.15625
919,-4.8125,-4.96875
920,-10.0625,-11.125
921,-10.0,-10.3125
922,-9.4375,-9.5
923,-8.6875,-9.0
924,-7.875,-7.90625
925,-7.375,-7.5625
926,-5.65625,-5.625
927,-5.15625,-5.28125
928,-5.09375,-5.0625
929,-4.59375,-4.6875
930,-10.0625,-11.125
931,-10.0,-10.3125
932,-9.1875,-9.375
933,-9.0625,-9.125
934,-6.4375,-6.5
935,-6.34375,-6.46875
936,-5.125,-5.09375
937,-5.0,-5.09375
938,-5.34375,-5.3125
939,-5.1875,-5.28125
940,-10.0625,-11.125
941,-10.0,-10.3125
942,-7.28125,-7.4375
943,-7.0,-7.125
944,-6.28125,-6.34375
945,-5.90625,-6.125
946,-5.71875,-5.71875
947,-5.46875,-5.65625
948,-5.3125,-5.1875
949,-4.90625,-5.09375
950,-10.0625,-11.125
951,-10.0,-10.3125
952,-8.625,-8.75
953,-8.25,-8.5
954,-7.71875,-7.6875
955,-7.3125,-7.5625
956,-6.5,-6.34375
957,-6.03125,-6.25
958,-5.6875,-5.6875
959,-5.6875,-5.75
960,-10.0625,-11.125
961,-10.0,-10.3125
962,-9.75,-9.625
963,-9.25,-9.4375
964,-8.3125,-8.125
965,-7.75,-7.90625
966,-6.78125,-6.75
967,-7.0,-7.03125
968,-5.84375,-5.78125
969,-6.0625,-6.1875
970,-10.0625,-11.125
971,-10.0,-10.3125
972,-9.5625,-9.625
973,-8.875,-9.25
974,-7.9375,-7.9375
975,-8.125,-8.25
976,-6.34375,-6.375
977,-6.25,-6.5
978,-5.625,-5.6875
979,-5.5625,-5.6875
980,-10.0625,-11.125
981,-10.0,-10.3125
982,-8.625,-8.625
983,-9.375,-9.25
984,-7.53125,-7.5
985,-7.59375,-7.75
986,-6.09375,-6.125
987,-5.90625,-6.03125
988,-5.28125,-5.3125
989,-5.0625,-5.125
990,-10.0625,-11.125
991,-10.0,-10.3125
992,-9.125,-9.125
993,-8.625,-8.6875
994,-7.4375,-7.53125
995,-7.125,-7.3125
996,-5.8125,-5.90625
997,-5.46875,-5.53125
998,-5.4375,-5.34375
999,-4.84375,-5.0
1000,-9.9375,-9.75
1001,-9.25,-10.625
1002,-9.0,-9.0
1003,-8.0,-8.625
1004,-7.78125,-7.78125
1005,-7.1875,-7.875
1006,-6.4375,-6.34375
1007,-5.9375,-6.46875
1008,-5.875,-5.71875
1009,-5.1875,-5.6875
1010,-9.9375,-9.75
1011,-9.25,-10.625
1012,-9.5625,-9.5
1013,-8.625,-9.3125
1014,-8.1875,-8.0
1015,-7.6875,-8.25
1016,-6.6875,-6.40625
1017,-5.84375,-6.40625
1018,-5.3125,-5.0625
1019,-4.625,-5.0625
1020,-9.9375,-9.75
1021,-9.25,-10.625
1022,-9.625,-9.5
1023,-8.5,-9.375
1024,-7.78125,-7.59375
1025,-7.0625,-7.84375
1026,-5.625,-5.46875
1027,-4.9375,-5.375
1028,-5.09375,-5.0
1029,-4.5,-4.8125
1030,-9.9375,-9.75
1031,-9.25,-10.625
1032,-9.375,-8.875
1033,-8.5625,-9.125
1034,-6.625,-6.40625
1035,-6.09375,-6.625
1036,-5.3125,-5.125
1037,-4.90625,-5.28125
1038,-5.46875,-5.28125
1039,-5.125,-5.3125
1040,-9.9375,-9.75
1041,-9.25,-10.625
1042,-7.65625,-7.3125
1043,-6.6875,-7.3125
1044,-6.46875,-6.34375
1045,-5.84375,-6.40625
1046,-5.9375,-5.71875
1047,-5.4375,-5.75
1048,-5.40625,-5.25
1049,-4.875,-5.15625
