epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,1.1595019102096558,1.6774044036865234,63.953589884440106,70.68429361979166,1.078125,1.078125,1.0794202089309692,1.4140625,0.142578125,<tool_response> |  doors | 캤 | ᕯ | ﰴ, dogs |  |  |  chairs | 䨺,0.4663865566253662,0.3781512677669525,0.5546218752861023
15,,0.0068054720759391785,0.003110016928985715,2.657209014892578,2.5430318196614583,1.078125,1.078125,1.0794202089309692,1.5,0.035400390625,ᕯ | 캤 | <tool_response> | ﮅ | 𦒍, dogs |  cats |  chairs |  tents |  birds,0.743697464466095,0.5378151535987854,0.9495798349380493
16,,0.00037771265488117933,0.040968310087919235,1.4949858705202739,1.4806920369466146,1.078125,1.078125,1.0794202089309692,1.5,0.0306396484375,ᕯ | 캤 | <tool_response> | ﮅ | 툇, dogs |  cats |  chairs |  tents |  birds,0.7941176295280457,0.6386554837226868,0.9495798349380493
17,,0.0010890528792515397,0.004379733931273222,0.5632535298665364,0.5501063028971355,1.078125,1.078125,1.0794202089309692,1.5078125,0.02587890625,ᕯ | 캤 | <tool_response> | ﮅ | 𦒍, dogs |  cats |  chairs |  tents |  birds,0.7899159789085388,0.6134454011917114,0.9663865566253662
18,,0.001705043949186802,0.0031000198796391487,1.699981943766276,1.6413098653157552,1.078125,1.078125,1.0794202089309692,1.515625,0.010986328125,ᕯ | 캤 | ﮅ | <tool_response> | 𦒍, dogs |  cats |  chairs |  tents |  birds,0.8025209903717041,0.6386554837226868,0.9663865566253662
19,,0.004047136288136244,0.0006686656852252781,1.4135375291109085,1.406414794921875,1.0859375,1.078125,1.0794202089309692,1.53125,-0.0014801025390625,ᕯ | ﮅ | 캤 | <tool_response> | 𦒍, dogs |  cats |  chairs |  birds |  tents,0.7605041861534119,0.5714285969734192,0.9495798349380493
20,,0.0009711143793538213,0.004702266771346331,0.29910672505696617,0.28568878173828127,1.078125,1.078125,1.0794202089309692,1.53125,-0.003936767578125,ᕯ | 캤 | ﮅ | <tool_response> | 𦒍, dogs |  cats |  chairs |  birds |  tents,0.8109243512153625,0.6554622054100037,0.9663865566253662
21,,0.0007562758983112872,0.005614659748971462,2.335448066393534,2.3335930506388345,1.078125,1.078125,1.0794202089309692,1.53125,-0.011962890625,ᕯ | 캤 | ﮅ | <tool_response> | مفه, dogs |  cats |  chairs |  birds |  tents,0.8025209903717041,0.6386554837226868,0.9663865566253662
22,,0.004101268015801907,0.0002453737542964518,0.20831583340962728,0.19366048177083334,1.078125,1.078125,1.0794202089309692,1.5390625,-0.0186767578125,ᕯ | ﮅ | 캤 | <tool_response> | مفه, dogs |  cats |  chairs |  birds |  tents,0.7815126180648804,0.605042040348053,0.9579831957817078
23,,0.0010334685212001204,0.0010927272960543633,0.8759442567825317,0.8370333353678385,1.078125,1.078125,1.0794202089309692,1.5546875,-0.03759765625,ᕯ | 캤 | ﮅ | <tool_response> | 𦒍, dogs |  cats |  chairs |  birds |  tents,0.819327712059021,0.680672287940979,0.9579831957817078
24,,6.132770795375109e-05,0.010133728384971619,0.1850895404815674,0.17942047119140625,1.0859375,1.078125,1.0794202089309692,1.5625,-0.04248046875,ᕯ | 캤 | ﮅ | <tool_response> | مفه, dogs |  cats |  birds |  chairs |  tents,0.8277310729026794,0.6974790096282959,0.9579831957817078
